Table S2. Metadata of 1839 filtered phage genomes.							
UViGs	Viral OTUs	Virulence genes	Isolation Source	Country	Bit Score	E-value	Identities
IMGVR_UViG_3300010939_000194	vOTU_00218924	sseI	Environmental;Aquatic;Sediment;Unclassified	Atlantic Ocean	681.019	0	100
IMGVR_UViG_3300010931_000105	vOTU_00227515	sseI	Environmental;Aquatic;Marine;Sediment	Atlantic Ocean	281.952	3.63886e-85	89.43661972
IMGVR_UViG_3300010931_000101	vOTU_00235074	sseI	Environmental;Aquatic;Marine;Sediment	Atlantic Ocean	681.019	0	100
IMGVR_UViG_3300003886_000401	vOTU_01076656	mgtC	Environmental;Aquatic;Marine;Hydrothermal vents	Atlantic Ocean	103.605	1.51802e-23	33.33333333
IMGVR_UViG_3300032106_000132	vOTU_00227515	sseI	Environmental;Aquatic;Marine;Sediment	Atlantic Ocean	285.804	1.13657e-86	90.84507042
IMGVR_UViG_3300032105_000062	vOTU_00227515	sseI	Environmental;Aquatic;Marine;Sediment	Atlantic Ocean	283.493	7.27148e-86	90.14084507
IMGVR_UViG_3300006230_000104	vOTU_00143452	fliC	Environmental;Aquatic;Marine;Oceanic	North America	182.185	5.5573e-48	59.62732919
IMGVR_UViG_3300006236_000535	vOTU_00143343	fliC	Environmental;Aquatic;Marine;Oceanic	North America	183.341	8.55098e-52	60.2484472
IMGVR_UViG_3300006236_000537	vOTU_00143343	fliC	Environmental;Aquatic;Marine;Oceanic	North America	182.185	5.11794e-48	59.62732919
IMGVR_UViG_3300023284_003514	vOTU_08607042	spvA/B	Environmental;Aquatic;Marine;Sediment	Indian Ocean	66.6254	1.07556e-07	28.72928177
IMGVR_UViG_3300048080_000383	vOTU_08309248	misL	Environmental;Aquatic;Freshwater;Sediment	North America	75.8702	3.48154e-12	52.11267606
IMGVR_UViG_3300003754_000246	vOTU_00284125	fliC	Environmental;Aquatic;Freshwater;Lentic	North America	151.369	3.00916e-35	47.30538922
IMGVR_UViG_3300010391_001396	vOTU_02474283	mgtC	Environmental;Aquatic;Freshwater;Lake	North America	114.005	1.14343e-28	44.88188976
IMGVR_UViG_3300020234_000409	vOTU_01979648	mgtC	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	102.834	1.38974e-23	42.65734266
IMGVR_UViG_3300020234_000447	vOTU_03649855	mgtC	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	96.6709	2.36511e-21	46.95652174
IMGVR_UViG_3300020235_000762	vOTU_01979648	mgtC	Environmental;Aquatic;Marine;Oceanic	Pacific Ocean	102.834	1.38974e-23	42.65734266
IMGVR_UViG_3300022670_000827	vOTU_04080674	spvA/B	Environmental;Aquatic;Marine;Sediment	Pacific Ocean	64.3142	1.70422e-07	25.64102564
IMGVR_UViG_3300022690_000667	vOTU_04086613	iacP	Environmental;Aquatic;Marine;Sediment	Pacific Ocean	51.2174	1.26018e-06	34.61538462
IMGVR_UViG_3300022693_002800	vOTU_04088002	mgtC	Environmental;Aquatic;Marine;Sediment	Pacific Ocean	103.605	8.52425e-24	41.54929577
IMGVR_UViG_3300027985_000782	vOTU_02590135	araB	Environmental;Aquatic;Marine;Hydrothermal vents	Atlantic Ocean	54.6842	4.73927e-06	37.09677419
IMGVR_UViG_3300028422_000783	vOTU_02590135	araB	Environmental;Aquatic;Marine;Hydrothermal vents	Atlantic Ocean	54.6842	4.73927e-06	37.09677419
IMGVR_UViG_3300038974_000374	vOTU_07074048	mgtC	Engineered;Bioreactor;Anaerobic;Unclassified	North America	119.783	8.71767e-31	48
IMGVR_UViG_3300027944_000004	vOTU_00516599	misL	Environmental;Terrestrial;Soil;Unclassified	North America	121.709	1.85056e-24	42.13836478
IMGVR_UViG_3300027016_000093	vOTU_00533619	misL	Environmental;Terrestrial;Soil;Unclassified	North America	121.709	1.85056e-24	42.13836478
IMGVR_UViG_3300027086_000119	vOTU_00516599	misL	Environmental;Terrestrial;Soil;Unclassified	North America	121.709	1.85056e-24	42.13836478
IMGVR_UViG_3300028164_000153	vOTU_00539618	misL	Environmental;Terrestrial;Soil;Unclassified	North America	315.079	1.31036e-87	37.5432526
IMGVR_UViG_3300027113_000247	vOTU_00534794	mgtC	Environmental;Terrestrial;Soil;Unclassified	North America	191.815	1.02051e-57	45.08928571
IMGVR_UViG_3300028278_000372	vOTU_00542267	mgtB	Environmental;Terrestrial;Soil;Unclassified	North America	209.534	4.00185e-53	25.71041949
IMGVR_UViG_3300028170_000339	vOTU_00533594	sseI	Environmental;Terrestrial;Soil;Unclassified	North America	59.6918	1.58535e-06	28.02547771
IMGVR_UViG_3300027078_000312	vOTU_00534507	misL	Environmental;Terrestrial;Soil;Unclassified	North America	204.142	8.95177e-55	38.58024691
IMGVR_UViG_3300026431_000102	vOTU_00515067	misL	Environmental;Terrestrial;Soil;Unclassified	North America	121.709	1.85056e-24	42.13836478
IMGVR_UViG_3300028172_000210	vOTU_00539618	misL	Environmental;Terrestrial;Soil;Unclassified	North America	315.079	1.31036e-87	37.5432526
IMGVR_UViG_3300016738_000193	vOTU_00899808	fimA	Engineered;Bioreactor;Anaerobic;Unclassified	North America	234.958	4.07646e-76	70.625
IMGVR_UViG_3300042931_000084	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042213_000056	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042214_000080	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042215_000061	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042440_000071	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042216_000071	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042217_000097	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042218_000078	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042219_000076	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042264_000102	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042220_000052	vOTU_07154518	spvA/B	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	174.096	4.57274e-42	36.03351955
IMGVR_UViG_3300042220_000068	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042221_000089	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042222_000079	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042223_000097	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042224_000100	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042921_000090	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042225_000092	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042226_000079	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042227_000099	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042441_000057	vOTU_07154518	spvA/B	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	173.326	7.0502e-42	36.03351955
IMGVR_UViG_3300042441_000098	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042228_000080	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042229_000088	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042230_000088	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042265_000093	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042231_000091	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042232_000039	vOTU_07154518	spvA/B	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	173.326	9.12231e-42	36.03351955
IMGVR_UViG_3300042232_000087	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042233_000078	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042234_000107	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042235_000097	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042266_000050	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042236_000052	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042237_000080	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042238_000072	vOTU_07154579	spvA/B	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	173.326	8.1827e-42	36.03351955
IMGVR_UViG_3300042238_000120	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042239_000064	vOTU_07154518	spvA/B	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	173.326	8.87345e-42	36.03351955
IMGVR_UViG_3300042239_000100	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042442_000096	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042496_000102	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042262_000185	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042206_000183	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042207_000168	vOTU_08601552	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042240_000067	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042241_000043	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042242_000138	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042243_000093	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042244_000105	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042245_000113	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042246_000072	vOTU_07154518	spvA/B	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	173.711	4.7886e-42	36.03351955
IMGVR_UViG_3300042246_000116	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042443_000076	vOTU_07154518	spvA/B	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	173.711	4.99687e-42	36.03351955
IMGVR_UViG_3300042443_000120	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042247_000081	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042248_000126	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042249_000080	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042250_000088	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042251_000096	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042252_000109	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042253_000131	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042208_000050	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042209_000097	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042263_000067	vOTU_07154141	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042210_000070	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042211_000098	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300042212_000131	vOTU_01789452	sseI	Engineered;Bioreactor;Membrane bioreactor;Unclassified	North America	85.1149	2.31866e-14	24.73958333
IMGVR_UViG_3300001688_000329	vOTU_00884753	mgtB	Engineered;Wastewater;Nutrient removal;Dissolved organics (anaerobic)	North America	287.345	5.42239e-80	27.31829574
IMGVR_UViG_3300001682_000329	vOTU_00884753	mgtB	Engineered;Wastewater;Nutrient removal;Dissolved organics (anaerobic)	North America	287.345	5.42239e-80	27.31829574
IMGVR_UViG_3300001682_000412	vOTU_00884448	araB	Engineered;Wastewater;Nutrient removal;Dissolved organics (anaerobic)	North America	216.468	1.48583e-60	31.10599078
IMGVR_UViG_3300001688_000412	vOTU_00884448	araB	Engineered;Wastewater;Nutrient removal;Dissolved organics (anaerobic)	North America	216.468	1.48583e-60	31.10599078
IMGVR_UViG_3300009685_000525	vOTU_02275187	mgtC	Engineered;Bioreactor;Anaerobic;Digestate	North America	97.0561	7.72262e-22	34.04255319
IMGVR_UViG_3300025784_000351	vOTU_02275187	mgtC	Engineered;Bioreactor;Anaerobic;Digestate	North America	97.0561	7.43882e-22	34.04255319
IMGVR_UViG_3300009690_000844	vOTU_02274756	mgtC	Engineered;Bioreactor;Anaerobic;Digestate	North America	97.0561	7.72262e-22	34.04255319
IMGVR_UViG_3300025859_000478	vOTU_02274756	mgtC	Engineered;Bioreactor;Anaerobic;Digestate	North America	97.0561	7.43882e-22	34.04255319
IMGVR_UViG_3300009687_000583	vOTU_02275187	mgtC	Engineered;Bioreactor;Anaerobic;Digestate	North America	97.0561	7.72262e-22	34.04255319
IMGVR_UViG_3300025861_000580	vOTU_02275187	mgtC	Engineered;Bioreactor;Anaerobic;Digestate	North America	97.0561	7.43882e-22	34.04255319
IMGVR_UViG_3300009657_000224	vOTU_02259155	mgtC	Engineered;Bioreactor;Anaerobic;Digestate	North America	93.5893	1.75864e-20	37.00787402
IMGVR_UViG_3300009668_000334	vOTU_02263680	mgtC	Engineered;Bioreactor;Anaerobic;Digestate	North America	93.5893	1.75864e-20	37.00787402
IMGVR_UViG_3300009682_000764	vOTU_02271172	mgtB	Engineered;Bioreactor;Anaerobic;Digestate	North America	850.121	0	47.96479648
IMGVR_UViG_3300032001_000934	vOTU_05732736	mgtB	Environmental;Terrestrial;Soil;Tropical forest	North America	272.322	2.82055e-74	27.49469214
IMGVR_UViG_3300009720_000052	vOTU_01057825	mgtB	Engineered;Bioreactor;Anaerobic;Digestate	Asia	293.893	2.36112e-82	28.49533955
IMGVR_UViG_3300033075_001613	vOTU_06120261	mgtC	Engineered;Wastewater;Activated Sludge;Unclassified	Asia	97.0561	8.31324e-22	37.98449612
IMGVR_UViG_3300027694_000049	vOTU_00004399	spvA/B	Engineered;WWTP;Aerobic digester;Activated sludge	Europe	62.3882	2.82285e-06	27.23404255
IMGVR_UViG_3300027724_000506	vOTU_01238879	spvA/B	Engineered;WWTP;Aerobic digester;Activated sludge	Europe	64.3142	3.28901e-07	26.29310345
IMGVR_UViG_3300003962_000039	vOTU_01078798	mgtC	Engineered;Wastewater;Activated Sludge;Unclassified	Europe	96.6709	1.23364e-21	34.04255319
IMGVR_UViG_3300033171_000313	vOTU_06186610	mgtB	Engineered;Bioreactor;Anaerobic;Unclassified	Europe	897.886	0	49.94438265
IMGVR_UViG_3300007790_001586	vOTU_00222979	sitC	Environmental;Terrestrial;Soil;Sand	Africa	489.96	1.15801e-173	86.5248227
IMGVR_UViG_3300023053_000184	vOTU_00518329	misL	Environmental;Terrestrial;Soil;Unclassified	North America	315.079	1.31036e-87	37.5432526
IMGVR_UViG_3300023053_000227	vOTU_00520220	misL	Environmental;Terrestrial;Soil;Unclassified	North America	434.106	1.37284e-131	43.77224199
IMGVR_UViG_3300022862_000001	vOTU_00516599	misL	Environmental;Terrestrial;Soil;Unclassified	North America	121.709	1.85056e-24	42.13836478
IMGVR_UViG_3300023059_000224	vOTU_04145527	bcfC	Environmental;Terrestrial;Soil;Unclassified	North America	495.352	3.93261e-159	35.97122302
IMGVR_UViG_3300037471_001310	vOTU_06856699	iacP	Host-associated;Plants;Roots;Rhizosphere	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300037466_003585	vOTU_06856699	iacP	Host-associated;Plants;Roots;Rhizosphere	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300037312_001429	vOTU_06856699	iacP	Host-associated;Plants;Roots;Rhizosphere	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300037418_003206	vOTU_06856699	iacP	Host-associated;Plants;Roots;Rhizosphere	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300038443_002023	vOTU_06856699	iacP	Host-associated;Plants;Roots;Rhizosphere	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300025242_000030	vOTU_04452237	mgtC	Host-associated;Plants;Roots;Endosphere	North America	112.849	1.73387e-26	40.82840237
IMGVR_UViG_3300025299_000079	vOTU_01179355	mgtB	Host-associated;Plants;Roots;Endosphere	North America	288.115	5.2798e-80	28.16593886
IMGVR_UViG_3300025273_000082	vOTU_01179355	mgtB	Host-associated;Plants;Roots;Endosphere	North America	279.641	6.06046e-78	29.13486005
IMGVR_UViG_3300025297_000064	vOTU_04466882	misL	Host-associated;Plants;Roots;Endosphere	North America	94.3597	4.81524e-16	47.24409449
IMGVR_UViG_3300037423_001696	vOTU_06856699	iacP	Engineered;Artificial ecosystem;Plant growth chamber;Soil	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300036805_000371	vOTU_06659572	mgtC	Environmental;Terrestrial;Soil;Temperate forest	North America	143.28	2.40357e-39	47.02380952
IMGVR_UViG_3300020156_000361	vOTU_03576213	misL	Environmental;Terrestrial;Soil;Desert	North America	71.2478	9.49729e-10	30
IMGVR_UViG_3300037313_001442	vOTU_06856699	iacP	Engineered;Artificial ecosystem;Plant growth chamber;Soil	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300037467_002418	vOTU_06856699	iacP	Engineered;Artificial ecosystem;Plant growth chamber;Soil	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300037419_001975	vOTU_06856699	iacP	Engineered;Artificial ecosystem;Plant growth chamber;Soil	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300038393_001965	vOTU_06856699	iacP	Engineered;Artificial ecosystem;Plant growth chamber;Soil	North America	49.6766	5.20252e-06	33.75
IMGVR_UViG_3300035667_000099	vOTU_06548700	mgtC	Environmental;Terrestrial;Soil;Temperate forest	North America	154.451	4.62436e-43	40.27149321
IMGVR_UViG_3300043831_000076	vOTU_00574210	mgtB	Environmental;Terrestrial;Soil;Unclassified	North America	208.764	3.88502e-52	24.96863237
IMGVR_UViG_3300043833_000068	vOTU_00574210	mgtB	Environmental;Terrestrial;Soil;Unclassified	North America	208.764	3.88502e-52	24.96863237
IMGVR_UViG_3300012179_000003	vOTU_02649584	iacP	Environmental;Terrestrial;Soil;Floodplain	North America	49.2914	7.71001e-06	29.57746479
IMGVR_UViG_3300030988_001048	vOTU_00558682	mgtB	Environmental;Terrestrial;Soil;Floodplain	North America	230.335	2.59671e-60	28.04097311
IMGVR_UViG_3300019879_000029	vOTU_03413852	iacP	Environmental;Terrestrial;Soil;Riparian zone	North America	51.2174	1.60894e-06	28.94736842
